Id,PostId,,AccountId,Id,DisplayName
"895059","135134"," http://stackoverflow.com/questions/3168096/getting-computers-utc-offset-in-python","272910","6","Nicolas Chabanovsky"
"895063","573078"," http://stackoverflow.com/questions/25676835/signal-handling-in-multi-threaded-python","272910","6","Nicolas Chabanovsky"
"895065","141035"," http://stackoverflow.com/questions/5419/python-unicode-and-the-windows-console","272910","6","Nicolas Chabanovsky"
"895066","437188"," http://stackoverflow.com/questions/265960/best-way-to-strip-punctuation-from-a-string-in-python","272910","6","Nicolas Chabanovsky"
"895067","454683"," http://stackoverflow.com/questions/1711/what-is-the-single-most-influential-book-every-programmer-should-read","272910","6","Nicolas Chabanovsky"
"895070","494591"," http://stackoverflow.com/questions/385558/extract-float-double-value","272910","6","Nicolas Chabanovsky"
"895071","495848"," http://stackoverflow.com/questions/4675728/redirect-stdout-to-a-file-in-python","272910","6","Nicolas Chabanovsky"
"895074","512012"," http://stackoverflow.com/questions/1213394/what-algorithm-can-be-used-for-packing-rectangles-of-different-sizes-into-the-sm","272910","6","Nicolas Chabanovsky"
"895077","517013"," http://stackoverflow.com/questions/3634984/insert-if-not-exists-else-update","272910","6","Nicolas Chabanovsky"
"895080","571490"," http://stackoverflow.com/questions/306313/is-operator-behaves-unexpectedly-with-integers","272910","6","Nicolas Chabanovsky"
"895082","578469"," http://stackoverflow.com/questions/1191374/using-module-subprocess-with-timeout","272910","6","Nicolas Chabanovsky"
"895085","586134"," http://stackoverflow.com/questions/27972776/having-trouble-implementing-a-readlink-function","272910","6","Nicolas Chabanovsky"
"895086","569357"," http://stackoverflow.com/questions/9303179/why-does-importing-a-python-module-not-import-nested-modules","272910","6","Nicolas Chabanovsky"
"895088","568677"," http://stackoverflow.com/questions/16745507/tkinter-how-to-use-threads-to-preventing-main-event-loop-from-freezing","272910","6","Nicolas Chabanovsky"
"949811","659534"," http://stackoverflow.com/q/43669892/4279","3021","23044","jfs"
"895089","524924"," http://stackoverflow.com/questions/4536146/need-an-python-script-that-uses-skype4py-to-send-an-instant-message","272910","6","Nicolas Chabanovsky"
"895091","523015"," http://stackoverflow.com/questions/29523067/python-reading-ftp-file-list-with-utf-8","272910","6","Nicolas Chabanovsky"
"895092","463655"," http://stackoverflow.com/questions/18806962/simple-der-cert-parsing-in-python","272910","6","Nicolas Chabanovsky"
"895094","461105"," http://stackoverflow.com/questions/1392413/calculating-a-directory-size-using-python","272910","6","Nicolas Chabanovsky"
"895095","385246"," http://stackoverflow.com/questions/3251550/how-to-change-argv0-in-bash-so-command-shows-up-with-different-name-in-ps","272910","6","Nicolas Chabanovsky"
"895098","384804"," http://stackoverflow.com/questions/7578238/playing-audio-file-with-python","272910","6","Nicolas Chabanovsky"
"895103","414593"," http://stackoverflow.com/questions/82831/how-do-i-check-whether-a-file-exists-using-python","272910","6","Nicolas Chabanovsky"
"895105","535318"," http://stackoverflow.com/questions/5137497/find-current-directory-and-files-directory","272910","6","Nicolas Chabanovsky"
"895106","431760"," http://stackoverflow.com/questions/38987/how-to-merge-two-python-dictionaries-in-a-single-expression","272910","6","Nicolas Chabanovsky"
"895113","295845"," http://stackoverflow.com/questions/3964681/find-all-files-in-directory-with-extension-txt-in-python","272910","6","Nicolas Chabanovsky"
"895116","138185"," http://stackoverflow.com/questions/230751/how-to-flush-output-of-python-print","272910","6","Nicolas Chabanovsky"
"895117","534440"," http://stackoverflow.com/questions/1436703/difference-between-str-and-repr-in-python","272910","6","Nicolas Chabanovsky"
"895125","419321"," http://stackoverflow.com/questions/2265357/parse-date-string-and-change-format","272910","6","Nicolas Chabanovsky"
"895126","569677"," http://stackoverflow.com/questions/12523044/how-can-i-tail-a-log-file-in-python","272910","6","Nicolas Chabanovsky"
"895127","585020"," http://stackoverflow.com/questions/10048069/what-is-the-most-pythonic-way-to-pop-a-random-element-from-a-list","272910","6","Nicolas Chabanovsky"
"895128","375825"," http://stackoverflow.com/questions/2987605/minimum-number-of-swaps-needed-to-change-array-1-to-array-2","272910","6","Nicolas Chabanovsky"
"895130","609292"," http://stackoverflow.com/questions/4950725/how-do-i-get-git-to-show-me-which-branches-are-tracking-what","272910","6","Nicolas Chabanovsky"
"895131","431520"," http://stackoverflow.com/questions/927358/how-to-undo-last-commits-in-git","272910","6","Nicolas Chabanovsky"
"892255","633356"," http://stackoverflow.com/questions/11704406/whats-the-point-of-a-final-virtual-function","2416609","176064","vp_arth"
"895137","589451"," http://stackoverflow.com/questions/40528195/how-to-set-application-name-property-of-a-tadoconnection-in-delphi","272910","6","Nicolas Chabanovsky"
"895138","524851"," http://stackoverflow.com/questions/37293575/how-to-add-tasks-to-otl-to-be-processed-lifo","272910","6","Nicolas Chabanovsky"
"907979","640222"," http://stackoverflow.com/questions/1438371/win32-api-function-to-programmatically-enable-disable-device","2416609","176064","vp_arth"
"895139","536031"," http://stackoverflow.com/questions/37877951/how-to-position-element-chart-in-excel-to-a-certain-cell","272910","6","Nicolas Chabanovsky"
"895158","606849"," http://stackoverflow.com/questions/10038598/assign-this-keyword-in-c-sharp/10039022#10039022","272910","6","Nicolas Chabanovsky"
"895174","556678"," http://stackoverflow.com/questions/1790795/parsing-date-with-timezone-from-an-email","272910","6","Nicolas Chabanovsky"
"902413","637939","Ассоциация: http://stackoverflow.com/questions/2518421/jquery-find-events-handlers-registered-with-an-object","2416609","176064","vp_arth"
"895179","564768"," http://stackoverflow.com/questions/3173320/text-progress-bar-in-the-console","272910","6","Nicolas Chabanovsky"
"895181","564644"," http://stackoverflow.com/questions/36834505/creating-a-spiral-array-in-python","272910","6","Nicolas Chabanovsky"
"913564","642780","Возникает вот такая  http://stackoverflow.com/questions/36076794/does-the-comma-operator-influence-the-execution-context-in-javascript","2416609","176064","vp_arth"
"895184","567511"," http://stackoverflow.com/questions/39559063/libsuinput-creating-joystick-with-more-than-one-button","272910","6","Nicolas Chabanovsky"
"911266","641832"," http://stackoverflow.com/questions/27225089/which-folder-to-add-custom-helper-functions-to-in-yii","2416609","176064","vp_arth"
"895186","571718"," http://stackoverflow.com/questions/23294658/asking-the-user-for-input-until-they-give-a-valid-response","272910","6","Nicolas Chabanovsky"
"912699","642447"," http://stackoverflow.com/questions/5934394/subtract-1-hour-from-date-in-unix-shell-script","2416609","176064","vp_arth"
"895191","567844"," http://stackoverflow.com/questions/2612720/how-to-do-bitwise-exclusive-or-of-two-strings-in-python","272910","6","Nicolas Chabanovsky"
"919428","645342"," http://stackoverflow.com/q/43060107","2416609","176064","vp_arth"
"895193","510844"," http://stackoverflow.com/questions/295459/how-do-i-use-subprocess-popen-to-connect-multiple-processes-by-pipes","272910","6","Nicolas Chabanovsky"
"918237","644863"," http://stackoverflow.com/q/1357118/2110496","2416609","176064","vp_arth"
"935342","474751"," http://stackoverflow.com/q/20168639/2110496","2416609","176064","vp_arth"
"895194","575604"," http://stackoverflow.com/questions/89178/in-python-what-is-the-fastest-algorithm-for-removing-duplicates-from-a-list-so","272910","6","Nicolas Chabanovsky"
"895196","580305"," http://stackoverflow.com/questions/952914/making-a-flat-list-out-of-list-of-lists-in-python","272910","6","Nicolas Chabanovsky"
"895198","584634"," http://stackoverflow.com/questions/319426/how-do-i-do-a-case-insensitive-string-comparison-in-python","272910","6","Nicolas Chabanovsky"
"895216","631054"," http://stackoverflow.com/questions/480214/how-do-you-remove-duplicates-from-a-list-in-whilst-preserving-order","272910","6","Nicolas Chabanovsky"
"931648","651385"," http://stackoverflow.com/q/11801159/2110496","2416609","176064","vp_arth"
"895217","627884"," http://stackoverflow.com/questions/28282357/c-how-to-check-if-letter-isalpha-not-latin-alphabet","272910","6","Nicolas Chabanovsky"
"895219","627892"," http://stackoverflow.com/questions/9593287/execute-shellcode-by-casting-to-function-pointer-in-visual-c","272910","6","Nicolas Chabanovsky"
"895227","627742"," http://stackoverflow.com/questions/27745/getting-parts-of-a-url-regex","272910","6","Nicolas Chabanovsky"
"892756","536546"," http://stackoverflow.com/q/12573816/3240681","3917114","176217","alexolut"
"895230","618699"," http://stackoverflow.com/questions/599625/python-string-prints-as-ustring","272910","6","Nicolas Chabanovsky"
"892759","563318"," http://stackoverflow.com/q/24109737/3240681","3917114","176217","alexolut"
"817721","602572"," http://stackoverflow.com/q/14697698/3240681","3917114","176217","alexolut"
"895233","587235"," http://stackoverflow.com/questions/16406772/python-building-new-list-from-existing-by-dropping-every-n-th-element","272910","6","Nicolas Chabanovsky"
"884740","625387","http://stackoverflow.com/questions/34001691/how-to-create-a-clickable-grid-of-triangles-using-html-svg/34002110#34002110","6055902","28748","Alexandr_T"
"895239","605620"," http://stackoverflow.com/questions/4937491/matrix-transpose-in-python","272910","6","Nicolas Chabanovsky"
"895241","603463"," http://stackoverflow.com/questions/489999/convert-list-of-ints-to-one-number","272910","6","Nicolas Chabanovsky"
"884774","626456","http://stackoverflow.com/questions/36011117/how-to-draw-x-sign-with-svgcss/36011513#36011513","6055902","28748","Alexandr_T"
"895252","587052","Ассоциация: http://stackoverflow.com/questions/9823272/python-selenium-waiting-for-frame-element-lookups","272910","6","Nicolas Chabanovsky"
"884806","625655","http://stackoverflow.com/questions/36869325/how-to-create-a-repeated-border-for-a-responsive-element","6055902","28748","Alexandr_T"
"895257","590198"," http://stackoverflow.com/questions/9623114/check-if-two-unordered-lists-are-equal","272910","6","Nicolas Chabanovsky"
"884812","626813","http://stackoverflow.com/questions/42139990/my-first-svg-image/42152107#42152107","6055902","28748","Alexandr_T"
"895262","608377"," http://stackoverflow.com/questions/30516414/how-to-run-cgi-hello-world-with-python-http-server","272910","6","Nicolas Chabanovsky"
"884857","626651","http://stackoverflow.com/questions/37622422/svg-animate-width-from-middle/37632648#37632648","6055902","28748","Alexandr_T"
"884868","627908","http://stackoverflow.com/questions/41094766/rotating-svg-element-looks-like-bouncing-slightly/41096118#41096118","6055902","28748","Alexandr_T"
"886364","630695","http://stackoverflow.com/questions/41461101/3d-flipping-card/41462226#41462226","6055902","28748","Alexandr_T"
"884150","625282","http://stackoverflow.com/questions/31247310/circle-loading-animation/31250477#31250477","6055902","28748","Alexandr_T"
"884167","627171","http://stackoverflow.com/questions/27051337/custom-shape-progress-bar/27054259#27054259","6055902","28748","Alexandr_T"
"895267","597229"," http://stackoverflow.com/questions/2371436/evaluating-a-mathematical-expression-in-a-string","272910","6","Nicolas Chabanovsky"
"884191","628419","http://stackoverflow.com/questions/37929882/3d-transform-around-circle-on-the-x-axis/37941155#37941155","6055902","28748","Alexandr_T"
"895271","604313"," http://stackoverflow.com/questions/24101724/gunicorn-with-multiple-workers-is-there-an-easy-way-to-execute-certain-code-onl","272910","6","Nicolas Chabanovsky"
"884202","629089","http://stackoverflow.com/questions/24082524/transparent-strikethrought-on-text/24083227#24083227@Kael","6055902","28748","Alexandr_T"
"895273","584595"," http://stackoverflow.com/questions/2158395/flatten-an-irregular-list-of-lists-in-python","272910","6","Nicolas Chabanovsky"
"906098","542210"," http://stackoverflow.com/questions/3277503/","272910","6","Nicolas Chabanovsky"
"906105","536236"," http://stackoverflow.com/questions/1951742/","272910","6","Nicolas Chabanovsky"
"884239","628297","http://stackoverflow.com/questions/29350504/circular-percent-progress-bar/29512804#29512804","6055902","28748","Alexandr_T"
"886704","591462"," http://stackoverflow.com/questions/927358/","272910","6","Nicolas Chabanovsky"
"884290","628807","http://stackoverflow.com/questions/29104809/css-radial-menu/29231413#29231413","6055902","28748","Alexandr_T"
"904184","638741","http://stackoverflow.com/questions/42672537/how-to-animate-fill-instead-of-path-in-an-svg-progress-bar","6055902","28748","Alexandr_T"
"905603","639333","http://stackoverflow.com/questions/33779056/hamburger-menu-animation/33783283#33783283","6055902","28748","Alexandr_T"
"909310","640890","http://stackoverflow.com/questions/30523176/circle-div-balloon/30525231#30525231","6055902","28748","Alexandr_T"
"879422","519913"," http://stackoverflow.com/questions/3211771/","272910","6","Nicolas Chabanovsky"
"884473","629346","http://stackoverflow.com/questions/30164342/insert-text-in-border-css-html/30164520#30164520","6055902","28748","Alexandr_T"
"883916","431520"," http://stackoverflow.com/questions/4114095/","272910","6","Nicolas Chabanovsky"
"885161","625900","http://stackoverflow.com/questions/41757925/svg-plus-css-animation/41761166#41761166","6055902","28748","Alexandr_T"
"882815","476730"," http://stackoverflow.com/questions/4750806/","272910","6","Nicolas Chabanovsky"
"884507","629393","http://stackoverflow.com/questions/39878213/rotate-text-on-th-y-axis/39878486#39878486","6055902","28748","Alexandr_T"
"889182","519283"," http://stackoverflow.com/questions/18225126/","272910","6","Nicolas Chabanovsky"
"934728","515852"," http://stackoverflow.com/questions/419163/","272910","6","Nicolas Chabanovsky"
"884512","628257","http://stackoverflow.com/questions/41586078/circle-border-progress-bar/41586345#41586345","6055902","28748","Alexandr_T"
"934384","515852"," http://stackoverflow.com/questions/419163/","272910","6","Nicolas Chabanovsky"
"884517","628851","http://stackoverflow.com/questions/39873279/split-background-image-with-3d-thickness-effect/39876163#39876163","6055902","28748","Alexandr_T"
"928751","649514"," http://stackoverflow.com/q/27687080/5610621","6143571","179270","Bald"
"904494","638865","http://stackoverflow.com/questions/37206635/circle-with-three-different-border-colors/37207073#37207073","6055902","28748","Alexandr_T"
"940419","655496"," http://stackoverflow.com/a/33278362/5610621","6143571","179270","Bald"
"921508","646281","http://stackoverflow.com/questions/43090894/how-to-animate-svg-polygon-points/43097281#43097281","6055902","28748","Alexandr_T"
"899542","561832"," http://stackoverflow.com/questions/114543/","3963773","185618","user244413"
"916680","644167","http://stackoverflow.com/questions/27720098/oblique-or-twisted-border-shape","6055902","28748","Alexandr_T"
"890513","632539","http://ru.stackoverflow.com/questions/632539/%D0%9C%D0%B0%D1%81%D1%88%D1%82%D0%B0%D0%B1%D0%B8%D1%80%D1%83%D0%B5%D0%BC%D0%B0%D1%8F-%D1%81%D0%B5%D1%82%D0%BA%D0%B0-%D0%B8%D0%B7-%D1%88%D0%B5%D1%81%D1%82%D0%B8%D0%B3%D1%80%D0%B0%D0%BD%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2/632540#632540","6055902","28748","Alexandr_T"
"920315","645732","http://stackoverflow.com/questions/30317427/three-colors-angled-background-color/30319613#30319613","6055902","28748","Alexandr_T"
"891399","632533"," http://stackoverflow.com/questions/312642/how-many-classes-per-package-methods-per-class-lines-per-method","467133","186619","Oceinic"
"890581","632539","http://stackoverflow.com/questions/26114920/responsive-grid-of-hexagons/26116497#26116497","6055902","28748","Alexandr_T"
"899716","532345"," http://stackoverflow.com/questions/34685788/","1219901","3082","dionys"
"922563","646728","http://stackoverflow.com/questions/35102216/keep-box-shadow-direction-consistent-while-rotating/35102375#35102375","6055902","28748","Alexandr_T"
"884729","625858","http://stackoverflow.com/questions/42127554/how-could-i-implement-a-divided-bar-visualization-in-svg-with-rounded-corners/42127683#42127683","6055902","28748","Alexandr_T"
"911997","642177","http://stackoverflow.com/questions/30941833/rotate-a-svg-hamburger-icon-into-an-x/30942603#30942603","6055902","28748","Alexandr_T"
"913190","642689","http://stackoverflow.com/questions/18206361/svg-multiple-color-on-circle-stroke/18210763#18210763","6055902","28748","Alexandr_T"
"909706","641115","http://stackoverflow.com/questions/38127198/svg-triangle-separator-with-image-background/38129189#38129189","6055902","28748","Alexandr_T"
"908499","640531","http://stackoverflow.com/questions/29744063/responsive-arrow-progress-bar-with-transparent-borders/29744785#29744785","6055902","28748","Alexandr_T"
"889388","574905"," http://stackoverflow.com/q/39916145/4928642","5182157","178988","Qwertiy"
"903542","638457","http://stackoverflow.com/questions/19348734/apply-blur-filter-to-certain-area-of-svg-image/19354859#19354859","6055902","28748","Alexandr_T"
"904900","638980","http://stackoverflow.com/questions/28623446/expand-bottom-border-on-hover/28623513#28623513","6055902","28748","Alexandr_T"
"889389","467538"," http://stackoverflow.com/q/33813922/4928642","5182157","178988","Qwertiy"
"924890","647802","@http://stackoverflow.com/questions/33224511/multiple-perspectives-into-a-single-svg?rq=1","6055902","28748","Alexandr_T"
"889390","505626"," http://stackoverflow.com/q/36162098/4928642","5182157","178988","Qwertiy"
"926127","648348","http://stackoverflow.com/questions/23584120/line-before-and-after-title-over-image/23584310#23584310","6055902","28748","Alexandr_T"
"889392","542043"," http://stackoverflow.com/q/38227838/4928642","5182157","178988","Qwertiy"
"894481","634302"," http://stackoverflow.com/questions/40749856/","6455115","183314","mymedia"
"889393","517424"," http://stackoverflow.com/q/36871299/4928642","5182157","178988","Qwertiy"
"910202","632181"," http://stackoverflow.com/q/25592451/5000805","6455115","183314","mymedia"
"976269","263414"," https://stackoverflow.com/a/19474730","6455115","183314","mymedia"
"885767","630449","http://stackoverflow.com/questions/39959506/css-animation-changes-the-element-position/39959739#39959739","6055902","28748","Alexandr_T"
"889394","551347"," http://stackoverflow.com/q/38466490/4928642","5182157","178988","Qwertiy"
"890345","431839"," http://stackoverflow.com/questions/572549/difference-between-git-add-a-and-git-add","2372500","181100","D-side"
"890347","548266"," http://stackoverflow.com/questions/6669527/use-of-ruby-self-keyword","2372500","181100","D-side"
"460246","438797"," http://stackoverflow.com/q/31720858/2790048","3318283","181472","Nick Volynkin"
"907190","639981","Ассоциация: http://stackoverflow.com/q/6210027/5796587","7559276","198316","rdorn"
"914541","643262"," http://stackoverflow.com/questions/32445164/string-as-mysql-table-name","2372500","181100","D-side"
"907195","639981","http://stackoverflow.com/q/6210027/5796587","7559276","198316","rdorn"
"940748","655672","Ассоциация: http://stackoverflow.com/questions/27065389/ruby-sqlite3-results-as-hash-returns-duplicate-data","2372500","181100","D-side"
"828490","606849"," http://stackoverflow.com/questions/10038598/assign-this-keyword-in-c-sharp/10039022#10039022","3438909","186999","Grundy"
"855725","535030"," http://stackoverflow.com/questions/3127429/how-does-the-this-keyword-work","3438909","186999","Grundy"
"915888","643872","http://stackoverflow.com/questions/27682973/draw-half-circle-with-css-or-svg/27683031#27683031","6055902","28748","Alexandr_T"
"920228","620129"," http://stackoverflow.com/questions/42223625/implementing-interface-serviceconnection/","6558666","184863","DukeSpontaneous"
"855760","617879"," http://stackoverflow.com/questions/415291/best-way-to-combine-two-or-more-byte-arrays-in-c-sharp","3438909","186999","Grundy"
"974570","455974"," https://stackoverflow.com/q/736513","6455115","183314","mymedia"
"905075","639069","http://stackoverflow.com/questions/39894660/connecting-rounded-squares/39895104#39895104","6055902","28748","Alexandr_T"
"889395","497133"," http://stackoverflow.com/q/35635394/4928642","5182157","178988","Qwertiy"
"942023","656211","Ассоциация: http://stackoverflow.com/questions/4164185/accepts-nested-attributes-for-to-link-to-existing-record-not-create-a-new-one","2372500","181100","D-side"
"909504","640996"," http://stackoverflow.com/questions/503093/","8228861","207618","Aid"
"920230","552646"," http://stackoverflow.com/questions/10621783/is-there-epoll-equivalent-in-java","6558666","184863","DukeSpontaneous"
"909549","641030"," http://stackoverflow.com/questions/415511/","8228861","207618","Aid"
"868948","535030"," http://stackoverflow.com/questions/3127429/how-does-the-this-keyword-work","3438909","186999","Grundy"
"869164","626264","http://stackoverflow.com/questions/11227809/why-is-it-faster-to-process-a-sorted-array-than-an-unsorted-array","7582320","213987","A K"
"948923","659300","Ассоциация: https://dba.stackexchange.com/questions/100965/combining-separate-ranges-into-largest-possible-contiguous-ranges","2372500","181100","D-side"
"920949","433650"," http://stackoverflow.com/questions/31167363/how-to-find-all-the-hard-and-symbolic-links-to-a-file-folder-windows-and-unix","6558666","184863","DukeSpontaneous"
"882507","467987","http://stackoverflow.com/questions/39164738/","8308311","208926","Gleb Kemarsky"
"917188","615032"," http://stackoverflow.com/questions/116090/","7161386","200400","Nikita"
"922216","559045"," http://stackoverflow.com/questions/613837/enums-and-constants-which-to-use-when","6558666","184863","DukeSpontaneous"
"917198","644309"," http://stackoverflow.com/questions/32977482/stackoverflow-exception-from-get-and-set","7161386","200400","Nikita"
"877323","623548","http://stackoverflow.com/questions/42048599/how-to-disable-overlay-scrollbars-programmatically-ubuntu-java","6765594","223974","m. vokhm"
"944359","293567"," http://stackoverflow.com/q/418896","6455115","183314","mymedia"
"865780","621894","http://stackoverflow.com/questions/1502590/calculate-distance-between-two-points-in-google-maps-v3","3438909","186999","Grundy"
"889396","457207"," http://stackoverflow.com/q/33045147/4928642","5182157","178988","Qwertiy"
"901133","229879"," http://stackoverflow.com/questions/5293280/css-pseudo-classes-with-inline-styles","517753","223191","Crantisz"
"950406","659928"," http://stackoverflow.com/q/21409439/2553424","3009630","208074","Arhad"
"848182","549173","http://stackoverflow.com/questions/38857192/","8308311","208926","Gleb Kemarsky"
"889397","445167"," http://stackoverflow.com/q/32215283/4928642","5182157","178988","Qwertiy"
"906015","639486"," http://stackoverflow.com/q/16956810/6275986","8228861","207618","Aid"
"933458","650165"," http://stackoverflow.com/questions/15420151/manipulate-jquery-menu-on-re-size-for-responsive-layout","517753","223191","Crantisz"
"908778","640689","http://ru.stackoverflow.com/questions/640689/%D0%9D%D0%B0%D1%80%D0%B8%D1%81%D0%BE%D0%B2%D0%B0%D1%82%D1%8C-%D0%BA%D1%80%D1%83%D0%B3-%D0%B8%D1%81%D0%BF%D0%BE%D0%BB%D1%8C%D0%B7%D1%83%D1%8F-%D1%82%D0%BE%D0%BB%D1%8C%D0%BA%D0%BE-css/640690#640690","6055902","28748","Alexandr_T"
"869601","623542"," http://stackoverflow.com/questions/4386300/javascript-dom-how-to-remove-all-events-of-a-dom-object","3438909","186999","Grundy"
